"","ID","Titol_cat","Enllac","Nom_BBDD","CONTENTS","CONTENTS.ca.","CREATION.DATE","DATA","DECIMALS","DESCRIPTION","DESCRIPTION.ca.","ELIMINATION","ELIMINATION.ca.","HEADING","HEADING.ca.","INFO","INFO.ca.","LAST.UPDATED","LAST.UPDATED.ca.","MATRIX","NOTE","NOTE.ca.","REFPERIOD","REFPERIOD.ca.","SHOWDECIMALS","SOURCE","SOURCE.ca.","STUB","STUB.ca.","SUBJECT.AREA","SUBJECT.AREA.ca.","SUBJECT.CODE","SURVEY","SURVEY.ca.","TITLE","TITLE.ca.","UNITS","UNITS.ca.","UPDATE.FREQUENCY","VALUES","VALUES.ca.","SUBJECT.AREA.1","SUBJECT.AREA.2","SUBJECT.AREA.ca.1","SUBJECT.AREA.ca.2","SUBJECT.CODE.1","SUBJECT.CODE.2","REFPERIOD.start.","REFPERIOD.end."
"114","ID_3576",NA,"https://ibestat.caib.es/ibestat/service/ibestat/pxcontent/6925d6be-0d38-49d7-8eeb-30da443645fc/I312002_1318.px","I312002_1318","Uso de comercio electrónico con fines privados o para el hogar en los últimos 12 meses","Ús del comerç electrònic amb finalitats privades o per a la llar en els darrers dotze mesos","20150130 09:00",NA,"2","Uso de comercio electrónico con fines privados o para el hogar en los últimos 12 meses por características demográficas y tipo de producto.","Ús de comerç electrònic amb finalitats privades o per a la llar en els darrers dotze mesos per característiques demogràfiques i tipus de producte.","Total","Total","Datos","Dades","Encuesta sobre equipamiento y uso de tecnologías de la información y comunicación en los hogares","Enquesta sobre equipament i ús de tecnologies de la informació i comunicació a les llars","20150706 09:26","20150706 09:26","I312002_1318"," Número de personas de 16 a 74 años y porcentajes horizontales","Nombre de persones de 16 anys a 74 i percentatges horitzontals","2014","2014","0","Institut d'Estadística de les Illes Balears (IBESTAT) a partir de datos del Instituto Nacional de Estadística (INE). España (CC BY 3.0)","Institut d'Estadística de les Illes Balears (IBESTAT) a partir de dades de l'Institut Nacional d'Estadística (INE). Espanya (CC BY 3.0)","Características.demográficas","Característiques demogràfiques","Sociedad > Sociedad de la información","Societat > Societat de la informació","4.1","Encuesta sobre equipamiento y uso de tecnologías de la información y comunicación en los hogares (TIC-H)","Enquesta sobre equipament i ús de tecnologies de la informació i comunicació en les llars (TIC-Ll)","Uso de comercio electrónico con fines privados o para el hogar en los últimos 12 meses por características demográficas y tipo de producto.","Ús de comerç electrònic amb finalitats privades o per a la llar en els darrers dotze mesos per característiques demogràfiques i tipus de producte.","Según datos","Segons dades","A",NA,"Total, Edat: De 16 a 34 anys, Edat: De 35 a 54 anys, Edat: de 55 anys i més, Hàbitat: Més de 50.000 habitants, Hàbitat: De 20.000 a 50.000 habitants, Hàbitat: menys de 20.000 habitants, Grandària de la llar: Llars d'1 membre, Grandària de la llar: Llars de 2 membres, Grandària de la llar: Llars de 3 membres, Grandària de la llar: Llars de 4 membres o més, Homes, Dones","Sociedad","Sociedad de la información","Societat","Societat de la informació","4","1",2014,NA
"115","ID_21185",NA,"https://ibestat.caib.es/ibestat/service/ibestat/pxcontent/0c30bcb9-456d-4dfc-9f34-13a48f7d605e/nac_t103e05.px","nac_t103e05","Nacidos vivos de madres residentes en Illes Balears","Nascuts vius de mares residents a Illes Balears","20060401 00:00",NA,"0","Nacidos vivos por comarca de residencia (NUTS 4), profesión de la madre y orden del nacido. Madres casadas.","Nascuts vius per comarca de residència (NUTS 4), professió de la mare i ordre del nascut. Mares casades.","ILLES BALEARS","ILLES BALEARS","Orden.del.nacido","Ordre del nat","Nacimientos 2005","Naixements 2005","20100212 12:43","20100212 12:43","nac_t103e05",NA,NA,"2005","2005","0","Institut d'Estadística de les Illes Balears (IBESTAT). España (CC BY 3.0)","Institut d'Estadística de les Illes Balears (IBESTAT). Espanya (CC BY 3.0)",NA,"Comarca de residència (NUTS 4), Professió","Población > Nacimientos","Població > Naixements","2.15","Nacimientos","Naixements","Nacidos vivos por comarca de residencia (NUTS 4), profesión de la madre y orden del nacido. Madres casadas.","Nascuts vius per comarca de residència (NUTS 4), professió de la mare i ordre del nascut. Mares casades.","Nacidos vivos de madres casadas","Nascuts vius de mares casades",NA,NA,"ILLES BALEARS, 01 Pla (Mallorca), 02 Raiguer (Mallorca), 03 Nord (Mallorca), 04 Tramuntana (Mallorca), 05 Sud (Mallorca), 06 Llevant (Mallorca), 07 Badia de Palma (Mallorca), 08 Menorca (Menorca), 09 Eivissa i Formentera (Eivissa i Formentera)","Población","Nacimientos","Població","Naixements","2","15",2005,NA
"116","ID_1900",NA,"https://ibestat.caib.es/ibestat/service/ibestat/pxcontent/7dc9a44c-8be0-4722-99e9-ce596ebdbf59/par_t007c_14.px","par_t007c_14","Partos","Parts","20160104 00:00",NA,"0","Partos por isla y municipio de residencia y grupo de edad de la madre, multiplicidad y maturidad del parto.","Parts per illa i municipi de residència i grup d'edat de la mare, multiplicitat i maturitat del part.","ILLES BALEARS","ILLES BALEARS",NA,"Multiplicitat, Maduresa","Partos 2014","Parts 2014","20160104 13:38","20160104 13:38","par_t007c_14",NA,NA,"Partos 2014","Parts 2014","0","Institut d'Estadística de les Illes Balears (IBESTAT). España (CC BY 3.0)","Institut d'Estadística de les Illes Balears (IBESTAT). Espanya (CC BY 3.0)",NA,"Illa i municipi de residència, Grup d'edat","Población > Partos","Població > Parts","2.2","Partos","Parts","Partos por isla y municipio de residencia y grupo de edad de la madre, multiplicidad y maturidad del parto.","Parts per illa i municipi de residència i grup d'edat de la mare, multiplicitat i maturitat del part.","Número de partos","Nombre de parts","No se actualiza",NA,"ILLES BALEARS, MALLORCA, 07001 Alaró, 07003 Alcúdia, 07004 Algaida, 07005 Andratx, 07006 Artà, 07007 Banyalbufar, 07008 Binissalem, 07009 Búger, 07010 Bunyola, 07011 Calvià, 07012 Campanet, 07013 Campos, 07014 Capdepera, 07016 Consell, 07017 Costitx, 07018 Deià, 07019 Escorca, 07020 Esporles, 07021 Estellencs, 07022 Felanitx, 07025 Fornalutx, 07027 Inca, 07028 Lloret de Vistalegre, 07029 Lloseta, 07030 Llubí, 07031 Llucmajor, 07033 Manacor, 07034 Mancor de la Vall, 07035 Maria de la Salut, 07036 Marratxí, 07038 Montuïri, 07039 Muro, 07040 Palma, 07041 Petra, 07042 Pollença, 07043 Porreres, 07044 Pobla (Sa), 07045 Puigpunyent, 07047 Sencelles, 07049 Sant Joan, 07051 Sant Llorenç des Cardassar, 07053 Santa Eugènia, 07055 Santa Margalida, 07056 Santa Maria del Camí, 07057 Santanyí, 07058 Selva, 07059 Salines (Ses), 07060 Sineu, 07061 Sóller, 07062 Son Servera, 07063 Valldemossa, 07065 Vilafranca de Bonany, 07901 Ariany, MENORCA, 07002 Alaior, 07015 Ciutadella de Menorca, 07023 Ferreries, 07032 Maó, 07037 Mercadal (Es), 07052 Sant Lluís, 07064 Castell (Es), 07902 Migjorn Gran (Es), EIVISSA, 07026 Eivissa, 07046 Sant Antoni de Portmany, 07048 Sant Josep de sa Talaia, 07050 Sant Joan de Labritja, 07054 Santa Eulària del Riu, FORMENTERA, 07024 Formentera","Población","Partos","Població","Parts","2","2",2014,NA
"117","ID_15788",NA,"https://ibestat.caib.es/ibestat/service/ibestat/pxcontent/25842aaf-1dd6-497d-adc1-32da9c487d05/nac_t002c11.px","nac_t002c11","Nacidos vivos de madres residentes en Illes Balears","Nascuts vius de mares residents a Illes Balears","20121221 00:00",NA,"0","Nacidos vivos por comarca de residencia (NUTS 4) y estado civil de la madre.","Nascuts vius per comarca de residència (NUTS 4) i estat civil de la mare.","ILLES BALEARS","ILLES BALEARS","Estado.civil","Estat civil","Nacimientos 2011","Naixements 2011","20130107 14:30","20130107 14:30","nac_t002c11",NA,NA,"2011","2011","0","Institut d'Estadística de les Illes Balears (IBESTAT). España (CC BY 3.0)","Institut d'Estadística de les Illes Balears (IBESTAT). Espanya (CC BY 3.0)","Comarca.de.residencia..NUTS.4.","Comarca de residència (NUTS 4)","Población > Nacimientos","Població > Naixements","2.15","Nacimientos","Naixements","Nacidos vivos por comarca de residencia (NUTS 4) y estado civil de la madre.","Nascuts vius per comarca de residència (NUTS 4) i estat civil de la mare.","Número de nacidos vivos","Nombre de nascuts vius","A",NA,"ILLES BALEARS, 01 Pla (Mallorca), 02 Raiguer (Mallorca), 03 Nord (Mallorca), 04 Tramuntana (Mallorca), 05 Sud (Mallorca), 06 Llevant (Mallorca), 07 Badia de Palma (Mallorca), 08 Menorca (Menorca), 09 Eivissa (Eivissa), 10 Formentera (Formentera)","Población","Nacimientos","Població","Naixements","2","15",2011,NA
"118","ID_20460",NA,"https://ibestat.caib.es/ibestat/service/ibestat/pxcontent/c6a2ff25-1347-4cb3-89b5-69c4fd3344e8/U302003_3018.px","U302003_3018","Demandantes de empleo registrados","Demandants de lloc de feina registrats","20130825 09:00",NA,"0","Demandantes de empleo registrados por periodo, isla, sexo, nacionalidad y antigüedad de la inscripción.","Demandants d'ocupació registrats per període, illa, sexe, nacionalitat i antiguitat de la inscripció.","TOTAL","TOTAL",NA,"Illa, Sexe","Demandantes de empleo registrados del SOIB","Demandants d'ocupació registrats del SOIB","20230201 11:43","20230201 11:43","U302003_3018","1. (....) Dato oculto por secreto estadístico.","1. (....) Dada oculta per secret estadístic.","De 2005M05 a 2023M01","De 2005M05 a 2023M01","0","Institut d'Estadística de les Illes Balears (IBESTAT) a partir de datos del Servei d'Ocupació de les Illes Balears (SOIB). España (CC BY 3.0)","Institut d'Estadística de les Illes Balears (IBESTAT) a partir de dades del Servei d'Ocupació de les Illes Balears (SOIB). Espanya (CC BY 3.0)",NA,"Període, Antiguitat de la inscripció, Nacionalitat","Economía > Trabajo","Economia > Treball","3.35","Demandantes de empleo registrados del SOIB","Demandants d'ocupació registrats del SOIB","Demandantes de empleo registrados por periodo, isla, sexo, nacionalidad y antigüedad de la inscripción.","Demandants d'ocupació registrats per període, illa, sexe, nacionalitat i antiguitat de la inscripció.","Número de personas","Nombre de persones","M",NA,"2023M01, 2022M12, 2022M11, 2022M10, 2022M09, 2022M08, 2022M07, 2022M06, 2022M05, 2022M04, 2022M03, 2022M02, 2022M01, 2021M12, 2021M11, 2021M10, 2021M09, 2021M08, 2021M07, 2021M06, 2021M05, 2021M04, 2021M03, 2021M02, 2021M01, 2020M12, 2020M11, 2020M10, 2020M09, 2020M08, 2020M07, 2020M06, 2020M05, 2020M04, 2020M03, 2020M02, 2020M01, 2019M12, 2019M11, 2019M10, 2019M09, 2019M08, 2019M07, 2019M06, 2019M05, 2019M04, 2019M03, 2019M02, 2019M01, 2018M12, 2018M11, 2018M10, 2018M09, 2018M08, 2018M07, 2018M06, 2018M05, 2018M04, 2018M03, 2018M02, 2018M01, 2017M12, 2017M11, 2017M10, 2017M09, 2017M08, 2017M07, 2017M06, 2017M05, 2017M04, 2017M03, 2017M02, 2017M01, 2016M12, 2016M11, 2016M10, 2016M09, 2016M08, 2016M07, 2016M06, 2016M05, 2016M04, 2016M03, 2016M02, 2016M01, 2015M12, 2015M11, 2015M10, 2015M09, 2015M08, 2015M07, 2015M06, 2015M05, 2015M04, 2015M03, 2015M02, 2015M01, 2014M12, 2014M11, 2014M10, 2014M09, 2014M08, 2014M07, 2014M06, 2014M05, 2014M04, 2014M03, 2014M02, 2014M01, 2013M12, 2013M11, 2013M10, 2013M09, 2013M08, 2013M07, 2013M06, 2013M05, 2013M04, 2013M03, 2013M02, 2013M01, 2012M12, 2012M11, 2012M10, 2012M09, 2012M08, 2012M07, 2012M06, 2012M05, 2012M04, 2012M03, 2012M02, 2012M01, 2011M12, 2011M11, 2011M10, 2011M09, 2011M08, 2011M07, 2011M06, 2011M05, 2011M04, 2011M03, 2011M02, 2011M01, 2010M12, 2010M11, 2010M10, 2010M09, 2010M08, 2010M07, 2010M06, 2010M05, 2010M04, 2010M03, 2010M02, 2010M01, 2009M12, 2009M11, 2009M10, 2009M09, 2009M08, 2009M07, 2009M06, 2009M05, 2009M04, 2009M03, 2009M02, 2009M01, 2008M12, 2008M11, 2008M10, 2008M09, 2008M08, 2008M07, 2008M06, 2008M05, 2008M04, 2008M03, 2008M02, 2008M01, 2007M12, 2007M11, 2007M10, 2007M09, 2007M08, 2007M07, 2007M06, 2007M05, 2007M04, 2007M03, 2007M02, 2007M01, 2006M12, 2006M11, 2006M10, 2006M09, 2006M08, 2006M07, 2006M06, 2006M05, 2006M04, 2006M03, 2006M02, 2006M01, 2005M12, 2005M11, 2005M10, 2005M09, 2005M08, 2005M07, 2005M06, 2005M05, 2005M04, 2005M03, 2005M02, 2005M01","Economía","Trabajo","Economia","Treball","3","35",2005,2023
"119","ID_16700",NA,"https://ibestat.caib.es/ibestat/service/ibestat/pxcontent/b444ec40-2f27-4066-8a55-3c8e6313ac01/I101003_E222.px","I101003_E222","Edificios utilizados principalmente como viviendas","Edificis utilitzats principalment com a habitatges","20100601 00:00",NA,"0","Edificios utilizados principalmente como viviendas por tipo de edificio, isla en la que se localizan, estado del edificio y número de viviendas.","Edificis utilitzats principalment com a habitatges per tipus d'edifici, illa en la qual es localitzen, estat de l'edifici i nombre d'habitatges","Total Edificios","Total Edificis","Número.de.viviendas.en.el.edificio","Nombre d'habitatges a l'edifici","Censos de población y viviendas 2001","Censos de població i habitatges 2001","20110131 09:31","20110131 09:31","I101003_E222",NA,NA,"01/11/2001","01/11/2001","0","Institut d'Estadística de les Illes Balears (IBESTAT) a partir de lo microdatos proporcionados por el Instituto Nacional de Estadística (INE). España (CC BY 3.0)","Institut d'Estadística dels Illes Balears (IBESTAT) a partir de les microdades proporcionades per l'Institut Nacional d'Estadística (INE). Espanya (CC BY 3.0)",NA,"Tipus d'edifici, Illa, Estat de l'edifici","Población > Censos de población","Població > Censos de població","2.07","Censos de población y viviendas","Censos de població i habitatges","Edificios utilizados principalmente como viviendas por tipo de edificio, isla en la que se localizan, estado del edificio y número de viviendas.","Edificis utilitzats principalment com a habitatges per tipus d'edifici, illa en la qual es localitzen, estat de l'edifici i nombre d'habitatges","Número de edificios","Nombre d'edificis","No se actualiza",NA,"Total Edificis, Edifici només amb un habitatge familiar, Edifici només amb diversos habitatges familiars, Edificis principalment amb habitatges familiars compartits amb locals, Edificis principalment amb habitatge col·lectiu: hotel, alberg, pensió, Edificis principalment amb habitatge col·lectiu: convent, caserna, presó, Edificis principalment amb habitatge col·lectiu: ensenyament, acadèmies militars..., Edificis principalment amb habitatge col·lectiu: hospitals, inst. per a discapacitats, marginats...","Población","Censos de población","Població","Censos de població","2","07",2001,NA
"120","ID_15339",NA,"https://ibestat.caib.es/ibestat/service/ibestat/pxcontent/638d97ac-f8b3-44a0-9dc8-3f5faf736a43/matr_10191.px","matr_10191","Matrimonios entre cónyuges de distinto sexo y futura residencia en Illes Balears","Matrimonis entre cònjuges de diferent sexe i futura residència a Illes Balears","19920402 09:00",NA,"0","Matrimonios por isla, municipio, forma y mes de celebración.","Matrimonis per illa, municipi, manera i mes de celebració.","ILLES BALEARS","ILLES BALEARS","Mes.de.celebración","Mes de celebració","Matrimonios 1991","Matrimonis 1991","20090929 13:02","20090929 13:02","matr_10191",NA,NA,"Matrimonios 1991","Matrimonis 1991","0","Institut d'Estadística de les Illes Balears (IBESTAT). España (CC BY 3.0)","Institut d'Estadística de les Illes Balears (IBESTAT). Espanya (CC BY 3.0)",NA,"Illa i municipi, Forma de celebració","Población > Matrimonios","Població > Matrimonis","2.25","Matrimonios","Matrimonis","Matrimonios por isla, municipio, forma y mes de celebración.","Matrimonis per illa, municipi, manera i mes de celebració.","Matrimonios entre cónyuges de distinto sexo","Matrimonis entre cònjuges de diferent sexe",NA,NA,"ILLES BALEARS, MALLORCA, 07001 Alaró, 07003 Alcúdia, 07004 Algaida, 07005 Andratx, 07006 Artà, 07007 Banyalbufar, 07008 Binissalem, 07009 Búger, 07010 Bunyola, 07011 Calvià, 07012 Campanet, 07013 Campos, 07014 Capdepera, 07016 Consell, 07018 Deià, 07019 Escorca, 07020 Esporles, 07022 Felanitx, 07025 Fornalutx, 07027 Inca, 07028 Lloret de Vistalegre, 07029 Lloseta, 07030 Llubí, 07031 Llucmajor, 07033 Manacor, 07034 Mancor de la Vall, 07035 Maria de la Salut, 07036 Marratxí, 07038 Montuïri, 07039 Muro, 07040 Palma, 07041 Petra, 07042 Pollença, 07043 Porreres, 07044 Pobla (Sa), 07045 Puigpunyent, 07047 Sencelles, 07049 Sant Joan, 07051 Sant Llorenç des Cardassar, 07053 Santa Eugènia, 07055 Santa Margalida, 07056 Santa Maria del Camí, 07057 Santanyí, 07058 Selva, 07059 Salines (Ses), 07060 Sineu, 07061 Sóller, 07062 Son Servera, 07063 Valldemossa, 07065 Vilafranca de Bonany, 07901 Ariany, MENORCA, 07002 Alaior, 07015 Ciutadella de Menorca, 07023 Ferreries, 07032 Maó, 07037 Mercadal (Es), 07052 Sant Lluís, 07064 Castell (Es), 07902 Migjorn Gran (Es), EIVISSA, 07026 Eivissa, 07046 Sant Antoni de Portmany, 07048 Sant Josep de sa Talaia, 07050 Sant Joan de Labritja, 07054 Santa Eulària del Riu, FORMENTERA, 07024 Formentera","Población","Matrimonios","Població","Matrimonis","2","25",1991,NA
"121","ID_6039",NA,"https://ibestat.caib.es/ibestat/service/ibestat/pxcontent/39d3021a-b58c-4bae-ae8a-ddac55adc9dd/par_t002a_21.px","par_t002a_21","Partos","Parts","20220110 09:00",NA,"0","Partos por isla de residencia materna, multiplicidad del parto, vitalidad del recién nacido y edad de la madre.","Parts per illa de residència materna, multiplicitat del part, vitalitat del nounat i edat de la mare.","Total edad de la madre","Total edat de la mare","Edad.de.la.madre","Edat de la mare","Partos 2021","Parts 2021","20230104 09:00","20230104 09:00","par_t002a_21",NA,NA,"Partos 2021","Parts 2021","0","Institut d'Estadística de les Illes Balears (IBESTAT). España (CC BY 3.0)","Institut d'Estadística de les Illes Balears (IBESTAT). Espanya (CC BY 3.0)",NA,"Illa de residència, Multiplicitat/Vitalitat del nascut","Población > Partos","Població > Parts","2.2","Partos","Parts","Partos por isla de residencia materna, multiplicidad del parto, vitalidad del recién nacido y edad de la madre.","Parts per illa de residència materna, multiplicitat del part, vitalitat del nounat i edat de la mare.","Número de partos","Nombre de parts","No se actualiza",NA,"Total edat de la mare, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 55","Población","Partos","Població","Parts","2","2",2021,NA
"122","ID_21213",NA,"https://ibestat.caib.es/ibestat/service/ibestat/pxcontent/712212e3-71fa-4f68-b74e-07d39d998c87/nac_t160a05.px","nac_t160a05","Nacidos vivos de madres residentes en Illes Balears","Nascuts vius de mares residents a Illes Balears","20060401 00:00",NA,"0","Nacidos vivos por isla de residencia materna y grupo de edad del padre y de la madre. Madres no casadas.","Nascuts vius per illa de residència materna i grup d'edat del pare i de la mare. Mares no casades.","ILLES BALEARS","ILLES BALEARS","Grupo.de.edad.de.la.madre","Grup d'edat de la mare","Nacimientos 2005","Naixements 2005","20100614 11:51","20100614 11:51","nac_t160a05",NA,NA,"2005","2005","0","Institut d'Estadística de les Illes Balears (IBESTAT). España (CC BY 3.0)","Institut d'Estadística de les Illes Balears (IBESTAT). Espanya (CC BY 3.0)",NA,"Illa de residència, Grup d'edat del pare","Población > Nacimientos","Població > Naixements","2.15","Nacimientos","Naixements","Nacidos vivos por isla de residencia materna y grupo de edad del padre y de la madre. Madres no casadas.","Nascuts vius per illa de residència materna i grup d'edat del pare i de la mare. Mares no casades.","Nacidos vivos de madres no casadas","Nascuts vius de mares no casades","A",NA,"ILLES BALEARS, Mallorca, Menorca, Eivissa-Formentera","Población","Nacimientos","Població","Naixements","2","15",2005,NA
"123","ID_1110",NA,"https://ibestat.caib.es/ibestat/service/ibestat/pxcontent/97d801b0-7f00-4816-9d25-d558cbab06e2/nac_t161e93.px","nac_t161e93","Nacidos vivos de madres residentes en Illes Balears","Nascuts vius de mares residents a Illes Balears","19940401 00:00",NA,"0","Nacidos vivos por comarca de residencia materna (NUTS 4) y profesión del padre y de la madre. Madres no casadas.","Nascuts vius per comarca de residència materna (NUTS 4) i professió del pare i de la mare. Mares no casades.","ILLES BALEARS","ILLES BALEARS","Profesión.de.la.madre","Professió de la mare","Nacimientos 1993","Naixements 1993","20100503 13:29","20100503 13:29","nac_t161e93",NA,NA,"1993","1993","0","Institut d'Estadística de les Illes Balears (IBESTAT). España (CC BY 3.0)","Institut d'Estadística de les Illes Balears (IBESTAT). Espanya (CC BY 3.0)",NA,"Comarca de residència (NUTS 4), Professió del pare","Población > Nacimientos","Població > Naixements","2.15","Nacimientos","Naixements","Nacidos vivos por comarca de residencia materna (NUTS 4) y profesión del padre y de la madre. Madres no casadas.","Nascuts vius per comarca de residència materna (NUTS 4) i professió del pare i de la mare. Mares no casades.","Nacidos vivos de madres no casadas","Nascuts vius de mares no casades",NA,NA,"ILLES BALEARS, 01 Pla (Mallorca), 02 Raiguer (Mallorca), 03 Nord (Mallorca), 04 Tramuntana (Mallorca), 05 Sud (Mallorca), 06 Llevant (Mallorca), 07 Badia de Palma (Mallorca), 08 Menorca (Menorca), 09 Eivissa i Formentera (Eivissa i Formentera)","Población","Nacimientos","Població","Naixements","2","15",1993,NA
"124","ID_4021",NA,"https://ibestat.caib.es/ibestat/service/ibestat/pxcontent/f7b320c9-fa04-4c9b-815b-62ae137a980c/I312002_1449.px","I312002_1449","Usuarios de Internet en los últimos 3 meses que no han usado espacios de almacenamiento en Internet en ese periodo","Usuaris d'Internet en els darrers tres mesos que no han fet servir espais d'emmagatzemament en Internet en aquest període","20150130 09:00",NA,"2","Usuarios de Internet en los últimos 3 meses que no han usado espacios de almacenamiento en Internet en ese periodo por características socioeconómicas y razones para su no utilización.","Usuaris d'Internet en els darrers tres mesos que no han fet servir espais d'emmagatzemage en Internet en aquest període per característiques socioeconòmiques i raons per a la seva no utilització.","Total","Total","Datos","Dades","Encuesta sobre equipamiento y uso de tecnologías de la información y comunicación en los hogares","Enquesta sobre equipament i ús de tecnologies de la informació i comunicació a les llars","20150227 13:35","20150227 13:35","I312002_1449","1. Número de personas de 16 a 74 años y porcentajes horizontales. #2. (...) Dato oculto por impreciso o baja calidad.","1. Nombre de persones de 16 anys a 74 i percentatges horitzontals. #2. (...) Dada oculta perquè és  imprecisa o de baixa qualitat.","2014","2014","0","Institut d'Estadística de les Illes Balears (IBESTAT) a partir de datos del Instituto Nacional de Estadística (INE). España (CC BY 3.0)","Institut d'Estadística de les Illes Balears (IBESTAT) a partir de dades de l'Institut Nacional d'Estadística (INE). Espanya (CC BY 3.0)","Características.socioeconómicas","Característiques socioeconòmiques","Sociedad > Sociedad de la información","Societat > Societat de la informació","4.1","Encuesta sobre equipamiento y uso de tecnologías de la información y comunicación en los hogares (TIC-H)","Enquesta sobre equipament i ús de tecnologies de la informació i comunicació en les llars (TIC-Ll)","Usuarios de Internet en los últimos 3 meses que no han usado espacios de almacenamiento en Internet en ese periodo por características socioeconómicas y razones para su no utilización.","Usuaris d'Internet en els darrers tres mesos que no han fet servir espais d'emmagatzemage en Internet en aquest període per característiques socioeconòmiques i raons per a la seva no utilització.","Según datos","Segons dades","A",NA,"Total, Estudis acabats: Educació primària o inferior, Estudis acabats: Educació secundària, Estudis acabats: Formació professional de grau superior, Estudis acabats: Educació superior, Estudis acabats: Altres, Situació laboral: Actius ocupats, Situació laboral: Actius parats, Situació laboral: inactius: jubilat o prejubilat i incapacitat permanent, Situació laboral: una altra situació laboral, estudiants, labors de la llar i voluntariat social, Situació professional (en treball principal): Treballador per compte d'altri, Situació professional (en treball principal): Treballador per compte propi, Ocupació principal: Manual, Ocupació principal: No manual, Ingressos mensuals nets de la llar a la qual pertanyen: menys de 900 euros, Ingressos mensuals nets de la llar a la qual pertanyen: de 901 a 1.600 euros, Ingressos mensuals nets de la llar a la qual pertanyen: d'1.601 a 2.500 euros, Ingressos mensuals nets de la llar a la qual pertanyen: més de 2.500 euros, Ingressos mensuals nets de la llar a la qual pertanyen: NS/NC","Sociedad","Sociedad de la información","Societat","Societat de la informació","4","1",2014,NA
"125","ID_631",NA,"https://ibestat.caib.es/ibestat/service/ibestat/pxcontent/abf627f7-ed04-4234-b0a7-d2e383589c76/I302041_2231.px","I302041_2231","titulados de máster de los cursos de 2012/13 a 2019/20","titulats de màster dels cursos de 2012/13 a 2019/20","20180608 09:00",NA,"0","Número de titulados de máster afiliados a la Seguridad Social por cuenta ajena, curso de finalización, grupo de edad, periodo de seguimiento y sexo.","Nombre de titulats de màster afiliats a la Seguretat Social per compte d'altri, curs de finalització, grup d'edat, període de seguiment i sexe.","TOTAL","TOTAL",NA,"Període de seguiment, Sexe","Inserción laboral de los titulados universitarios de la UIB","Inserció laboral dels titulats universitaris de la UIB","20220118 08:59","20220118 08:59","I302041_2231","1. (.) No procede / Categoría no aplicable. #2. (....) Dato oculto por secreto estadístico.#3. Situación laboral referida a 30 de septiembre.","1. (.) No procedeix / Categoria no aplicable. #2. (....) Dada oculta per secret estadístic.#3. Situació laboral referida a 30 de setembre.","Desde curso 2012/13 hasta 2019/20","Des de curs 2012/13 fins a 2019/20","0","Institut d'Estadística de les Illes Balears (IBESTAT) a partir de datos de la UIB, SS, MUFACE, Mutuas Profesionales, SOIB y Padrón Municipal. España (CC BY 3.0)","Institut d'Estadística de les Illes Balears (IBESTAT) a partir de dades de la UIB, SS, MUFACE, Mútues Professionals, SOIB i Padró Municipal. Espanya (CC BY 3.0)",NA,"Curs de finalització, Grup d'edat","Sociedad > Educación","Societat > Educació","4.15","Inserción laboral de los titulados universitarios de la UIB","Inserció laboral dels titulats universitaris de la UIB","Número de titulados de máster afiliados a la Seguridad Social por cuenta ajena, curso de finalización, grupo de edad, periodo de seguimiento y sexo.","Nombre de titulats de màster afiliats a la Seguretat Social per compte d'altri, curs de finalització, grup d'edat, període de seguiment i sexe.","Número de titulados","Nombre de titulats","A",NA,"2019-20, 2018-19, 2017-18, 2016-17, 2015-16, 2014-15, 2013-14, 2012-13","Sociedad","Educación","Societat","Educació","4","15",2013,2019
"126","ID_11353",NA,"https://ibestat.caib.es/ibestat/service/ibestat/pxcontent/e9d8f8f1-fca4-4fbb-8540-c0f7ee7eb7b1/I3061_a10715.px","I3061_a10715","Hogares que sufren determinados problemas en la vivienda y su entorno","Llars que tenen determinats problemes en l'habitatge i el seu entorn","20111221 09:00",NA,"1","Hogares que sufren determinados problemas en la vivienda y su entorno por régimen de tenencia de la vivienda.","Llars que tenen determinats problemes en l'habitatge i el seu entorn per règim de tinença de l'habitatge.","Total","Total","Datos","Dades","Encuesta de Condiciones de Vida","Enquesta de Condicions de Vida","20160603 08:44","20160603 08:44","I3061_a10715","1. (...) Dato oculto por impreciso o baja calidad.#2. La persona de referencia es la persona responsable de la vivienda.","1. (...) Dada oculta perquè és imprecisa o de baixa qualitat.#2. La persona de referència és la persona responsable de l'habitatge.","2015","2015","1","Institut d'Estadística de les Illes Balears (IBESTAT) a partir de datos del INE. España (CC BY 3.0)","Institut d'Estadística de les Illes Balears (Ibestat) a partir de dades de l'INE. Espanya (CC BY 3.0)","Régimen.de.tenencia","Règim de tinença","Sociedad > Nivel, calidad y condiciones de vida","Societat > Nivell, qualitat i condicions de vida","4.05","Encuesta de Condiciones de Vida (ECV)","Enquesta de Condicions de Vida (ECV)","Hogares que sufren determinados problemas en la vivienda y su entorno por régimen de tenencia de la vivienda.","Llars que tenen determinats problemes en l'habitatge i el seu entorn per règim de tinença de l'habitatge.","Porcentaje","Percentage","No se actualiza",NA,"Total, Propietat, Lloguer, Cessió gratuïta","Sociedad","Nivel, calidad y condiciones de vida","Societat","Nivell, qualitat i condicions de vida","4","05",2015,NA
